Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Application on Hold,2,30,Black,Female,1315,8577.77,90066,11
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Female,1070,13000,91316,4
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,1650,3300,90501,15
Tenant Application Received,2,30,Black,Male,1000,21000,90034,10
Tenant Application Received,1,30,White,Male,2703,27030,91367,3
Tenant Application Received,1,30,White,Male,2850,19950,90018,10
Tenant Application Received,8+,30,Hispanic,Female,2300,16100,90011,9
Tenant Application Received,1,30,Black,Male,1870,18700,90048,5
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,1275,4400,90057,1
Closed Ineligible,1,30,White,Female,1875.67,4227.01,90046,4
Tenant Application Received,1,30,Hispanic,Female,1175,15275,90047,8
Tenant Application Received,1,30,White,Male,900,15880,90057,1
Closed Ineligible,4,30,Black,Female,1735,7675,90019,5
Tenant Application Received,2,30,Black,Female,3250,26000,90015,14
Tenant Application Received,1,30,Black,Male,1500,27000,90003,8
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,2550,4675,90038,13
Tenant Application Received,1,30,Black,Female,744,8184,90094,11
Tenant Application Received,2,30,Hispanic,Male,1435,10045,90011,9
Tenant Approved: Closed Landlord Paid,1,30,Black,Female,1386,6094.85,90027,13
Tenant Pending Final Submission of Documents,1,30,Black,Male,1500,6000,90062,8
Tenant Application Received,4,30,White,Female,2950,23600,91405, 
Closed Ineligible,2,30,Hispanic,Male,1600,4800,90745, 
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1262,6310,90744,15
Tenant Application Received,1,30,Black,Male,895,16110,91402,6
Tenant Pending Final Submission of Documents,4,30,Black,Female,1308,5960,90006,1
Tenant Application Received,1,30,Hispanic,Male,3848,26936,90003,9
Tenant Application Received,4,30,Asian,Male,2900,20751.48,90005,1
Tenant Approved: Tenant & Landlord Under Review,2,30,Other,Male,1248,7488,90020,10
Tenant Pending Final Submission of Documents,2,30,White,Female,2800,16800,91306,3
Tenant Application Received,1,30,Other,Male,3200,44800,91352,7
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Male,2000,12000,90002,8
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1375,4125,90037,9
Tenant Application Received,3,30,Other,Female,2300,22433.33,91335,3
Application on Hold,4,30,Black,Female,2350,7050,90008,10
Tenant Application Received,2,30,White,Female,2865,34380,91604,4
Closed Ineligible,2,30,Black,Male,1895,3790,90804, 
Tenant Pending Final Submission of Documents,4,30,Black,Female,1495,5980,90008,10
Tenant Application Received,3,30,Black,Male,3850,69300,90018,8
Tenant Application Received,4,50,Black,Female,3595,35950,90016,10
Tenant Application Received,1,30,Hispanic,Male,1761.83,13366.57,90046,4
Closed Ineligible,4,30,White,Male,6400,52300,91501, 
Application on Hold,2,30,Black,Female,2370,6861.41,90012,1
Tenant Application Received,1,30,White,Male,1418,17016,90034,10
Tenant Pending Final Submission of Documents,3,30,Black,Male,1060,3180,90037,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,1195,1195,90006,1
Application on Hold,5,30,Black,Female,950,6000,90019,10
Tenant Application Received,2,30,Other,Female,1183,15379,91606,2
Application on Hold,1,30,Black,Male,1400,675,90029,13
Tenant Application Received,1,30,Hispanic,Female,990,11880,91401,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,3050,10200,91344,12
Tenant Pending Final Submission of Documents,4,30,Black,Male,1822.22,1822.22,91335,3
Tenant Application Received,3,30,White,Female,3400,22800,90044,8
Closed Ineligible,2,50,Hispanic,Female,700,12100,90047,8
Manager Approval Required,4,50,White,Male,4000,52000,91352,2
Closed Ineligible,1,30,Other,I prefer not to answer,2000,12000,90019,10
Tenant Application Received,1,30,White,Female,1750,11000,91405,6
Tenant Application Received,1,30,Hispanic,Male,952.44,7619.52,90017,1
Tenant Application Received,1,30,Hispanic,Male,1013,21273,90037,9
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Hispanic,Male,1300,3600,90057,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Hispanic,Male,1950,7800,91401,4
Application on Hold,2,30,Black,Male,1164.94,6989.64,90057,1
Tenant Application Received,2,30,White,Male,3400,27200,91311,12
Closed Ineligible,1,50,Black,Female,2000,2000,90301, 
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1700,17941.46,90061,8
Tenant Pending Final Submission of Documents,6,30,Hispanic,Female,2595.49,2595.49,90066,11
Tenant Pending Final Submission of Documents,1,30,Black,Female,936,5272,90037,9
Application on Hold,2,30,Other,Male,3795,22770,90024,5
Tenant Application Received,1,30,White,Male,2154,22860,91423,4
Application on Hold,2,30,Black,Male,1700,3400,90016,10
Application on Hold,4,30,Hispanic,Female,2200,9176.48,91303,3
Tenant Approved: Landlord Eligibility Under Review,3,30,White,Female,1695,5085,90008,10
Tenant Application Received,3,30,Hispanic,Female,1629,18081,91342,7
Application on Hold,1,30,Black,Female,1715,3515,90046,4
Tenant Application Received,1,30,Black,Male,2150,45150,90043,8
Tenant Application Received,1,30,Black,Female,2525,5432.07,90015,14
Tenant Application Received,2,30,White,Male,1690,27040,91356,3
Application on Hold,1,30,White,Female,2176.38,6463.74,90024,5
Tenant Approved: Landlord Pending Final Submission of Documents,5,30,Hispanic,Female,1924,4264,91324,12
Tenant Application Received,1,30,Hispanic,Male,1828,27121,90046,4
Closed Ineligible,2,50,Other,Female,2950,15000,90047, 
Tenant Application Received,1,30,Asian,Male,1003.61,10528.88,90020,1
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2500,15000,91343,6
Closed Ineligible,2,30,Other,Female,1625,11375,90056, 
Tenant Application Received,1,30,Black,Female,2670,52160,91405,2
Tenant Approved: Pending Payment to the Landlord,1,30,Hispanic,Male,1450,4213,91405,6
Tenant Pending Final Submission of Documents,1,30,Black,Female,1650,1742,90005,10
Application on Hold,2,30,Asian,Male,2500,5000,90026,13
Tenant Pending Initial Submission of Documents,3,30,White,Male,5615,50535,90008,10
Tenant Application Received,2,30,White,Male,1000,21000,91605,2
Tenant Application Received,1,30,Asian,Female,1450,35412.5,90020,10
Tenant Pending Final Submission of Documents,1,30,Black,Female,2600,2621,91324,12
Application on Hold,2,30,Black,Female,1895,2895,91335,3
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,2759,5518,90020,1
Tenant Application Received,4,30,White,Male,2700,18900,91405,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1400,8400,90018,8
Tenant Application Received,3,30,Black,Female,2100,14100,90044,8
Tenant Application Received,3,30,Black,Female,2250,24750,90003,8
Application on Hold,4,30,Black,Female,1600,9600,90011,9
Application on Hold,3,30,Black,Female,927,5354,90016,10
Closed Ineligible,5,30,Black,Female,3000,27000,90305, 
Tenant Application Received,3,30,White,Male,5000,40000,91331,6
Tenant Pending Final Submission of Documents,1,30,Black,Male,1150,4100.68,90029,13
Tenant Application Received,1,30,Hispanic,Male,550,9350,90011,9
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Female,2392.5,5002.5,91601,2
Tenant Application Received,2,30,Hispanic,Female,1745,26175,90028,13
Tenant Application Received,1,30,White,Female,1500,48750,91343,12
Tenant Application Received,2,30,White,Female,903.47,20400,90047,8
Tenant Pending Final Submission of Documents,1,30,White,Male,4000,24000,90008,10
Tenant Pending Final Submission of Documents,2,30,Black,Female,1500,1500,91601,2
Application on Hold,2,30,Hispanic,Female,1038,5934,90042,1
Closed Ineligible,2,30,Other,I prefer not to answer,2685,18795,90004,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,760,4560,90018,8
Tenant Application Received,2,30,Hispanic,Female,1515,25755,91306,3
Tenant Approved: Tenant & Landlord Under Review,2,30,Black,Female,1925,1925,91303,3
Tenant Application Received,5,30,White,Female,1748.25,15734.25,90018,10
Tenant Application Received,1,30,White,Male,3000,24000,91352,6
Tenant Application Received,4,30,White,Female,1335,24030,91352,6
Tenant Application Received,1,30,White,Male,2236,26368,90069,5
Tenant Pending Final Submission of Documents,3,30,Black,Female,927,1778,90005,1
Closed Ineligible,, ,Other,,0,0,,
Tenant Application Received,1,30,White,Male,15600,124800,90049,11
Tenant Application Received,2,30,Black,Female,800,5600,90044,8
Tenant Application Received,3,30,White,Male,2600,18200,90732,15
Tenant Approved: Landlord Eligibility Under Review,2,30,Asian,Female,2243,7900,91402,6
Tenant Application Received,3,30,Other,Female,3650,47450,91352,6
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Pending Final Submission of Documents,1,30,Other,Female,1250,1250,90036,5
Application on Hold,1,30,Other,Female,1108,2282.48,90018,8
Tenant Application Received,1,30,Hispanic,Male,1850,14800,90036,5
Tenant Application Received,6,30,Other,Female,2800,22400,90044,8
Tenant Pending Final Submission of Documents,2,30,Other,Male,1609,1609,90037,8
Tenant Application Received,1,30,White,Male,5250,47250,91607,2
Tenant Pending Final Submission of Documents,2,50,Other,Male,3950,23700,91356,3
Tenant Application Received,1,30,Hispanic,Male,400,5200,90014,14
Closed Ineligible,1,30,Hispanic,Female,1800,14550,90001, 
Closed Ineligible,1,30,Black,Female,1250,8000,90250, 
Tenant Application Received,1,30,White,Male,2950,20650,91402,6
Tenant Pending Final Submission of Documents,3,30,White,Female,1995,1995,91344,12
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,1983,7932,90044,15
Application on Hold,1,30,Hispanic,Female,502,3012,90057,1
Application on Hold,1,30,White,Female,2650,244,90019,10
Tenant Application Received,1,30,White,Male,1000,15000,90012,14
Application on Hold,2,30,Black,Female,2168,12910,90068,4
Tenant Eligibility Under Review,1,30,Black,Male,1250,5450,91605,6
Closed Ineligible,4,50,Hispanic,Female,2225,2250,90302, 
Tenant Application Received,3,80,Black,Male,3250,22750,90026, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,896,4480,91335,3
Manager Approval Required,2,30,White,Male,3600,21600,91601,2
Closed Ineligible,1,30,Other,Female,1400,9600,91405,2
Tenant Pending Final Submission of Documents,3,30,White,Female,3200,9600,90037,9
Tenant Application Received,3,30,Asian,Male,2626.91,44435.6,90034,5
Tenant Pending Final Submission of Documents,1,30,White,Male,5600,33600,90028,13
Tenant Application Received,3,30,Hispanic,Female,2410,22574.92,91402,6
Tenant Pending Final Submission of Documents,1,30,Black,Female,696,696,90057,1
Tenant Application Received,3,30,White,Female,2422.44,18782.38,91405,2
Tenant Application Received,3,80,Black,Female,2742,27420,90744,15
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1525,7625,90028,13
Closed Ineligible,2,30,Hispanic,Male,1882.31,2884.72,90063, 
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2100,12600,90042,1
Tenant Application Received,1,30,Black,Female,2095,24080,90008,8
Tenant Application Received,1,30,White,Female,2200,28422,90014,14
Tenant Application Received,1,30,Black,Female,1800,14400,90061,8
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,2300,3900,90044,8
Closed Ineligible,1,50,Black,Male,1650,12850,90044, 
Application on Hold,1,30,Black,Male,1242,2366,90013,14
Application on Hold,1,30,Other,Female,2423,34885,91601,2
Tenant Application Received,1,30,Black,Male,600,9600,90044,8
Application on Hold,1,30,Hispanic,Female,2205,2205,91604,4
Tenant Pending Final Submission of Documents,1,30,Black,Male,1895,11370,90016,10
Closed Ineligible,1,30,White,Female,1713,10278,90015,1
Tenant Application Received,5,30,Hispanic,Female,700,8400,90744,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,1450,5800,90034,5
Tenant Application Received,1,30,Hispanic,Female,2099,14553,90015,14
Tenant Pending Final Submission of Documents,3,30,Black,Female,1675,3350,90744,15
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Female,1481.81,6127.24,90046,4
Tenant Pending Final Submission of Documents,1,30,Black,Male,1295,6475,91401,2
Tenant Approved: Landlord Final Notification to Respond,3,30,White,Female,1200,2400,91401,2
Closed Ineligible,1,30,Black,Female,850,9150,90057,1
Tenant Application Received,3,30,Black,Female,2700,21600,90006,10
Tenant Application Received,2,30,Black,Female,657,7884,90037,9
Tenant Application Received,1,30,White,Male,979,20559,90013,14
Tenant Application Received,1,30,Black,Gender Non-Confirming,2184,20948,90014,14
Tenant Pending Final Submission of Documents,2,30,Black,Male,1256,1256,90018,10
Tenant Application Received,1,30,Black,Female,1550,10850,90710,15
Closed Ineligible,6,30,Hispanic,Female,1227,8589,90022, 
Closed Ineligible,3,30,Black,Female,1000,4000,90056, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,1678,4890,90004,13
Tenant Application Received,1,30,Black,Male,2200,13667,90028,13
Tenant Application Received,1,30,Other,Female,1500,850,90020,13
Tenant Pending Final Submission of Documents,2,30,Black,Male,1950,11700,90008,10
Tenant Pending Final Submission of Documents,1,30,White,Female,4000,24000,90008,10
Tenant Application Received,1,30,Other,Male,1037,8296,91601,2
Application on Hold,1,30,Black,Male,1485,2135,90038,13
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1210,7260,90032,14
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,759.61,1637.22,90057,1
Tenant Approved: Landlord Final Notification to Respond,4,30,Black,Female,975,2925,91601,2
Tenant Application Received,2,30,Asian,Female,1838,10764,90026,13
Closed Ineligible,1,30,White,Female,1806,9674,90211, 
Tenant Pending Final Submission of Documents,2,30,White,Male,2075,6225,90035,5
Tenant Approved: Closed Landlord Paid,1,30,White,Female,1115,3205,91602,2
Tenant Application Received,5,30,Black,Female,2800,12800,90011,9
Tenant Application Received,1,30,Black,Female,3100,112900,90501,15
Tenant Application Received,2,30,White,Female,2450,73350,91605,2
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,1450,2850,91604,4
Application on Hold,1,30,Black,Male,1700,1700,90008,8
Closed Ineligible,2,30,Black,Male,3500,21000,90247, 
Application on Hold,3,30,Hispanic,Female,1300,5200,90004,13
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,1219.18,1219.18,90026,13
Tenant Application Received,1,30,Black,Male,2070,21150,90003,9
Tenant Approved: Landlord Final Notification to Respond,3,30,Hispanic,Female,3000,9000,90026,13
Tenant Application Received,1,30,Black,Female,1800,12600,90003,9
Tenant Application Received,4,30,Hispanic,Female,1500,47000,90003,9
Tenant Application Received,1,30,Hispanic,Male,1750,24500,90019,10
Tenant Application Received,1,30,Black,Male,954.81,17186.58,90019,10
Tenant Application Received,1,30,White,Male,5000,50000,91343,12
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Female,1350,8100,90015,1
Tenant Pending Final Submission of Documents,2,30,White,Male,2350,9400,90025,11
Tenant Application Received,4,30,Hispanic,Male,1500,3022.25,90003,9
Closed Ineligible,2,30,Hispanic,Male,911,29026.54,90013,9
Application on Hold,1,30,White,Female,1020,6120,91335,4
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,1811.61,1811.61,90019,10
Tenant Pending Final Submission of Documents,1,30,Other,Female,2000,1750,90026,13
Tenant Pending Final Submission of Documents,1,30,Black,Female,1200,2400,90034,5
Tenant Application Received,1,30,Hispanic,Female,1733,13864,90057,1
Tenant Approved: Landlord Pending Final Submission of Documents,4,30,Hispanic,Female,1450,4350,90011,9
Tenant Application Received,1,30,White,Female,1900,32300,90014,14
Tenant Application Received,3,30,White,Male,2800,17700,91367,3
Application on Hold,3,30,Black,Male,2600,16050,90059,15
Tenant Application Received,4,30,Hispanic,Male,1050,7350,90017,1
Manager Approval Required,1,30,Black,Male,1500,9000,90037,9
Closed Ineligible,1,30,Black,Female,800,4800,90044, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,800,4800,90057,1
Tenant Approved: Tenant & Landlord Under Review,2,30,Hispanic,Female,1495,2478,91606,2
Tenant Application Received,4,30,Hispanic,Male,1306,11754,90006,1
Tenant Application Received,1,30,Other,Gender Non-Confirming,1203.82,10737.55,90026,13
Closed Ineligible,4,30,Other,Female,1100,5500,90270, 
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Female,1950,5000,90014,14
Tenant Application Received,1,30,White,Male,1845.48,20300.28,90028,13
Tenant Application Received,7,30,Hispanic,Female,1275,30600,90033,14
Application on Hold,2,30,Hispanic,Female,1750,3500,91402,6
Tenant Pending Final Submission of Documents,1,30,Asian,Male,1200,6800,90027,13
Tenant Application Received,2,30,Hispanic,Female,1543,16000,90057,1
Application on Hold,1,30,White,Female,2594.8,6690.52,90048,5
Tenant Application Received,4,30,Black,Female,2000,16000,90047,8
Manager Approval Required,1,30,Black,Female,4576.22,27457.32,90003,8
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,120,1250,90006,1
Tenant Application Received,1,30,Hispanic,Male,1208,12080,90026,13
Closed Ineligible,4,30,Hispanic,Female,600,4800,91754, 
Tenant Application Received,1,30,White,Female,3200,28800,91352,2
Closed Ineligible,2,80,Hispanic,Female,1850,24050,91501, 
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,1055.68,4686.72,90026,1
Tenant Application Received,3,30,White,Female,2185,24035,90012,14
Tenant Application Received,1,30,Hispanic,Male,800,8000,90033,14
Closed Ineligible,2,30,Black,Female,384.98,392,90015,9
Closed Ineligible,1,30,Black,Female,1000,6000,90047, 
Application on Hold,2,30,White,Female,1975,1975,90005,10
Tenant Application Received,3,30,White,Female,3685,25855,91401,2
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,1395,3790,90006,1
Closed Ineligible,2,30,Black,Female,3575,28600,90059, 
Tenant Application Received,1,30,Black,Female,1950,15600,90025,11
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,2492,7476,91316,4
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,1137,6822,90043,8
Closed Ineligible,1,30,Black,Female,1540,1540,90220, 
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,500,500,90032,14
Closed Ineligible,1,30,Hispanic,Female,1150,5100,92340, 
Closed Ineligible,2,30,Black,Female,753,3012,90059,15
Tenant Pending Final Submission of Documents,1,30,Black,Female,1313,2590,90066,11
Tenant Application Received,1,30,Black,Female,1061,14854,91411,4
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,1085,2170,91606,2
Tenant Pending Initial Submission of Documents,3,30,White,Male,5600,50400,90036,5
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Black,Female,1880,5631.06,91606,2
Closed Ineligible,1,30,Hispanic,Female,2600,9800,90063, 
Tenant Application Received,6,30,Hispanic,Female,1400,12600,90037,9
Application on Hold,2,30,White,Male,2000,15900,91307,12
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,1519,21744,90033,14
Tenant Application Received,1,30,Black,Female,1326,26519,90008,10
Tenant Pending Final Submission of Documents,1,30,Black,Male,3000,8250,90013,14
Application on Hold,1,30,Hispanic,Female,2400,8826.69,90026,1
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,1850,4250,90042,14
Closed Ineligible,2,30,Hispanic,Male,1850,16000,93535, 
Closed Ineligible,1,30,Black,Female,1800,14500,90059, 
Tenant Application Received,5,30,Hispanic,Male,500,7000,90062,8
Tenant Application Received,1,50,Hispanic,Female,980,9800,90005,5
Tenant Application Received,1,30,Other,Male,1981,13867,91316,4
Tenant Pending Final Submission of Documents,2,30,Asian,Male,1406,8400,90018,10
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Female,850,490,90011,9
Tenant Application Received,1,30,White,Male,1421,18615,90003,9
Tenant Application Received,1,30,Black,Female,900,8100,90043,8
Tenant Application Received,1,30,Hispanic,Male,1150,8782.54,90057,1
Application on Hold,2,30,Hispanic,Male,2925,2725,90034,5
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1266,3798,90017,1
Manager Approval Required,1,30,White,Male,4000,24000,90008,10
Tenant Application Received,2,80,White,Male,12500,65050,91364,3
Tenant Application Received,1,30,Black,Male,550,4400,90028,13
Application on Hold,5,30,Black,Male,1820,1820,90027,13
Application on Hold,1,30,Black,Male,1455,1455,90019,10
Tenant Pending Final Submission of Documents,4,30,White,Female,2600,12700,91605,2
Application on Hold,1,30,White,Male,2195,13170,90045,11
Tenant Application Received,3,30,Hispanic,Female,3500,31500,91342,7
Tenant Pending Final Submission of Documents,7,30,Black,Male,2634.5,8123.5,90016,10
Application on Hold,1,30,White,Female,4595.79,27574.74,90291,11
Tenant Application Received,2,30,Hispanic,Female,1100,27500,90020,10
Application on Hold,4,30,Hispanic,Male,2250,6750,91402,6
Application on Hold,1,30,Hispanic,Male,800,800,90041,14
Closed Ineligible,1,30,Black,Female,1825,5475,90008, 
Tenant Pending Final Submission of Documents,1,30,White,Female,4000,24000,90008,10
Application on Hold,3,30,Hispanic,Female,2050,6300,91342,7
Tenant Application Received,1,30,Black,Female,2500,32000,90007,8
Tenant Pending Final Submission of Documents,2,30,Black,Male,1025,6150.09,90016,10
Tenant Application Received,2,30,White,Male,1495,40365,90068,4
Application on Hold,1,30,White,Female,3400,20400,91344,12
Closed Ineligible,6,30,Hispanic,Female,1870,18170,90250, 
Manager Approval Required,2,30,Other,Male,3000,18000,90039,13
Application on Hold,4,30,Hispanic,Female,1500,15000,90029,13
Tenant Application Received,1,30,Other,I prefer not to answer,1980,29700,90028,13
Tenant Application Received,1,30,Other,Female,2452,22068,90044,8
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,550,1100,90003,9
Tenant Application Received,1,30,Black,Female,2000,18000,91307,12
Tenant Application Received,5,30,Hispanic,Male,1355,12159.18,91306,3
Tenant Application Received,1,30,White,Male,1193.51,10785.1,90020,13
Tenant Application Received,2,30,Hispanic,Female,924,12012,91601,2
Application on Hold,2,30,Other,Female,2250,2700,90045,11
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,970,4850,90033,14
Tenant Application Received,2,30,Black,Female,912,15504,90018,10
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,1113,6678,90018,10
Tenant Application Received,3,30,Hispanic,Female,2450,17450,90003,8
Tenant Eligibility Under Review,3,50,White,Female,3800,12200,90004,13
Tenant Application Received,4,30,Hispanic,Female,1893.11,20824.21,90034,5
Tenant Application Received,1,30,Black,Female,2500,32500,90047,8
Closed Ineligible,5,30,Hispanic,Female,2200,4400,90738, 
Tenant Application Received,1,30,Black,Male,1200,26400,90043,8
Tenant Application Received,1,30,Black,Female,1475,10325,90037,9
Tenant Application Received,1,30,Hispanic,Male,841,4442.54,90012,14
Tenant Application Received,2,30,Hispanic,Female,1350,5400,90031,1
Tenant Approved: Landlord Pending Initial Submission of Documents,5,30,Hispanic,Female,2500,6700,91401,2
Tenant Application Received,5,30,Black,Male,550,17600,90043,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,780,13000,90014,14
Closed Ineligible,3,30,White,Male,4000,24000,91344,12
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1050,3150,90063,14
Tenant Application Received,1,30,White,Male,2750,27500,91423,4
Tenant Application Received,1,30,Black,Gender Non-Confirming,1200,9600,90006,10
Tenant Application Received,5,30,Hispanic,Female,1950,13650,91342,7
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,1095,3285,90068,4
Tenant Application Received,2,30,Hispanic,Male,1742,7800,90039,4
Application on Hold,1,30,Other,Male,3500,9000,90027,4
Closed Ineligible,3,30,White,Male,2000,2000,90278, 
Tenant Application Received,2,30,Black,Female,1438,7856,90003,9
Closed Ineligible,6,30,Hispanic,Female,1300,11700,93553, 
Application on Hold,3,30,Hispanic,Female,2150,1400,91605,2
Tenant Application Received,6,30,White,Male,2634,16765,91304,3
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Female,2000,3000,90033,14
Closed Ineligible,5, ,Black,Female,1275,25500,93536, 
Tenant Application Received,1,30,Hispanic,Female,289,2401,91342,7
Tenant Application Received,5,30,Hispanic,Male,1760,31680,90003,9
Tenant Application Received,3,30,White,Male,5000,41600,91406,6
Tenant Application Received,1,30,Hispanic,Male,764.4,13056.17,90014,14
Tenant Pending Final Submission of Documents,2,30,Other,Male,4200,25200,91324,12
Tenant Application Received,1,30,Other,Male,3000,27000,91504,2
Tenant Application Received,1,30,Black,Female,2125,28265,90028,13
Tenant Pending Final Submission of Documents,2,30,Black,Female,6500,39000,90026,13
Application on Hold,1,30,White,Male,1810,42550,90038,13
Tenant Application Received,3,30,Black,Female,1525,24400,90028,13
Closed Ineligible,2,80,Black,Male,2986.59,83624.52,91601,2
Tenant Application Received,2,30,Black,Female,1595,20980,91364,3
Tenant Pending Final Submission of Documents,1,30,Black,Male,3195,18325,90044,8
Tenant Application Received,1,30,White,Male,1981.95,31711.2,90038,13
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,White,Male,3400,10200,90028,13
Closed Ineligible,1,30,Hispanic,Male,2400,4500,90230,11
Tenant Application Received,2,30,White,Female,4000,96000,91325,12
Tenant Application Received,1,30,Black,Female,2100,14700,90045,11
Tenant Application Received,1,30,Black,Male,3000,26500,90043,8
Closed Ineligible,2,30,Hispanic,Female,2150,6450,90301, 
Application on Hold,1,30,Black,Female,1050,4200,90037,9
Tenant Application Received,1,30,Other,Female,2300,98900,90059,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,937.83,937.83,90247,15
Application on Hold,1,30,Other,Female,1073,5365,90027,4
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,966,3864,90731,15
Tenant Application Received,2,30,White,Male,3400,30600,91601,2
Tenant Application Received,1,30,Hispanic,Male,1076.54,22143.12,90023,14
Tenant Application Received,1,30,Black,Female,2150,24425,90004,13
Tenant Application Received,2,30,Other,Male,3080,44854.68,90025,5
Tenant Application Received,5,30,Hispanic,Female,2310.58,18484.56,90023,14
Tenant Application Received,3,30,Black,Male,3147.53,37770.36,91367,3
Tenant Application Received,1,30,White,Male,3250,26000,90049,11
Application on Hold,1,30,Black,Female,1835,5146,90005,10
Application on Hold,2,30,Black,Male,2195,10975,91601,2
Tenant Application Received,1,30,White,Female,2000,24000,91203, 
Tenant Application Received,1,30,Hispanic,Male,1460,20440,90013,14
Application on Hold,2,30,Black,Female,877,3508,90731,15
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Female,1566.44,4699.32,91605,2
Tenant Pending Final Submission of Documents,1,30,Other,Male,1100,300,90045,11
Tenant Pending Final Submission of Documents,1,30,Asian,Male,926,1852,90020,10
Tenant Application Received,3,30,Hispanic,Male,1050,13650,90023,14
Application on Hold,2,30,Asian,Female,2184,70703.3,91316,4
Tenant Pending Final Submission of Documents,2,30,Black,Female,970,2896,90044,8
Tenant Application Received,1,30,Hispanic,Female,1199,22781,90005,10
Tenant Pending Final Submission of Documents,8+,30,Hispanic,Male,1555,1555,91343,6
Tenant Application Received,4,30,Black,Female,1250,10000,90062,8
Manager Approval Required,1,30,White,Female,4000,24000,90016,10
Closed Ineligible,1,30,White,Male,4000,24000,90016,10
Tenant Approved: Pending Payment to the Landlord,2,30,White,Female,1357.61,7064.64,91316,4
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Female,3175,19050,91324,12
Tenant Application Received,1,30,White,Male,1845,20295,90046,13
Tenant Application Received,4,30,Hispanic,Female,1018,6779.2,90065,1
Tenant Pending Initial Submission of Documents,1,30,Black,Male,1200,8400,90003,8
Closed Ineligible,1,30,Other,Male,550,540,90022, 
Tenant Application Received,3,30,Hispanic,Male,3580,32220,91325,12
Tenant Pending Final Submission of Documents,1,30,Black,Male,1500,2000,90028,13
Application on Hold,1,30,Black,Male,3039,18234,90017,14
Tenant Pending Final Submission of Documents,2,30,Black,Female,3650,21900,90003,8
Tenant Application Received,1,30,White,Male,3500,31500,91606,2
Closed Ineligible,1,30,Black,Female,2200,35200,90008,10
